Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,CaseSafeID,B2P Fiscal Year,latitude,longitude,Individuals Directly Served,Population Estimate 2000m
Rwanda - Kagogo - 1014602,Gatsibo,Kagogo,1014602,Identified,Technical,006f100000efHAvAAM,2019,-1.758415,30.255139,6902,5303
Rwanda - Kwa Twagira - 1013490,Burera,Kwa Twagira,1013490,Identified,Vehicular Bridge Required,006f100000d7Q9NAAU,2019,-1.46467,29.74894,1519,7395
Rwanda - Kigarama - 1013749,Rulindo,Kigarama,1013749,Identified,Vehicular Bridge Required,006f100000d7kkDAAQ,2019,-1.78679,29.93873,1000,5020
Rwanda - Kireka - 1013458,Ngororero,Kireka,1013458,Identified,Technical,006f100000d7PrGAAU,2019,-1.96626,29.57464,4272,5494
Rwanda - Vungiro - 1013831,Kayonza,Vungiro,1013831,Identified,Technical,006f100000d7xpaAAA,2019,-1.94853,30.66917,3055,1456
Rwanda - Nyiraruganza( Gakereko) - 1012978,Nyamagabe,Nyiraruganza( Gakereko),1012978,Identified,Technical,006f100000d6wHvAAI,2018,-2.427205,29.475815,2393,5517
Rwanda - Rusoyo - 1012984,Nyamagabe,Rusoyo,1012984,Identified,Requested,006f100000d6wIUAAY,2018,-2.276669,29.411297,3958,5366
Rwanda - Kano ya mukebera - 1012987,Rutsiro,Kano ya mukebera,1012987,Identified,Technical,006f100000d6wJwAAI,2018,-1.9788,29.378611,818,6371
Rwanda - Uwumugeti-Kigusa - 1012997,Nyamagabe,Uwumugeti-Kigusa,1012997,Complete,In Service,006f100000d6wNyAAI,2020,-2.540715,29.503838,2762,5685
Rwanda - Baziro-Gishenge - 1012999,Nyamagabe,Baziro-Gishenge,1012999,Identified,Technical,006f100000d6wO8AAI,2018,-2.34743667,29.4097,2744,7177
Rwanda - Baziro-Kivumu - 1013000,Nyamagabe,Baziro-Kivumu,1013000,Identified,Technical,006f100000d6wODAAY,2018,-2.35571333,29.4072,2728,6223
Rwanda - Rutega - 1013483,Nyaruguru,Rutega,1013483,Identified,Technical,006f100000d7Q8KAAU,2019,-2.735675,29.59105333,4776,3786
Rwanda - Nyagatoki - 1013489,Burera,Nyagatoki,1013489,Identified,Technical,006f100000d7Q9IAAU,2019,-1.43466,29.6722,902,10607
Rwanda - Rusuzumiro - 1013349,Muhanga,Rusuzumiro,1013349,Prospecting,,006f100000d7EZHAA2,2023,-1.98365945,29.65245312,4950,5548
Rwanda - Kubahamya - 1013800,Gakenke,Kubahamya,1013800,Identified,Technical,006f100000d7wvoAAA,2019,-1.73494,29.85478,1542,6860
Rwanda - Bizitiro - 1013869,Karongi,Bizitiro,1013869,Identified,Technical,006f100000d889AAAQ,2019,-2.19785667,29.496655,2270,3780
Rwanda - Ku mbuga ya 1 - 1013838,Kayonza,Ku mbuga ya 1,1013838,Identified,Technical,006f100000d7xzLAAQ,2019,-2.01049,30.48377,37326,2851
Rwanda - Ruvayaga - 1013649,Rutsiro,Ruvayaga,1013649,Identified,Technical,006f100000d7iWiAAI,2018,-1.85333,29.320833,1969,12043
Rwanda - Kinamba - 1013571,Gisagara,Kinamba,1013571,Identified,Technical,006f100000d7bA2AAI,2019,-2.46509,29.94044,6191,5955
Rwanda - Kamushi - 1012830,Nyanza,Kamushi,1012830,Confirmed,,006f100000d6mY6AAI,2023,-2.33542,29.67251,3708,4178
Rwanda - Kigarama - 1013219,Nyamagabe,Kigarama,1013219,Identified,Technical,006f100000d75vBAAQ,2018,-2.500105,29.56810167,2894,6204
Rwanda - Nyamugari - 1013286,Nyamagabe,Nyamugari,1013286,Identified,Technical,006f100000d78OaAAI,2018,-2.37027,29.484132,2170,2960
Rwanda - Kucyarwamo - 1013777,Karongi,Kucyarwamo,1013777,Identified,,006f100000d7wXxAAI,2024,-2.06358,29.39742,2524,8431
Rwanda - Burera - 1013790,Gakenke,Burera,1013790,Identified,Vehicular Bridge Required,006f100000d7wuqAAA,2019,-1.68033,29.69028,850,8172
Rwanda - Gihonga - 1013793,Gakenke,Gihonga,1013793,Identified,Technical,006f100000d7wv5AAA,2019,-1.64305,29.67318,1709,7816
Rwanda - Kugatare - 1013798,Gakenke,Kugatare,1013798,Identified,Technical,006f100000d7wveAAA,2019,-1.5932,29.70506,1370,10119
Rwanda - Maheresho - 1013808,Gisagara,Maheresho,1013808,Identified,Technical,006f100000d7x5ZAAQ,2019,-2.77338,29.75503,2879,5975
Rwanda - Gahotora - 1013657,Rutsiro,Gahotora,1013657,Identified,Technical,006f100000d7iYPAAY,2019,-1.84792,29.33218,1450,9781
Rwanda - Kigufi - 1013271,Nyanza,Kigufi,1013271,Identified,Technical,006f100000d766oAAA,2018,-2.33736,29.8197,2054,4687
Rwanda - Mugeshi - 1013493,Burera,Mugeshi,1013493,Identified,Technical,006f100000d7Q9cAAE,2019,-1.38299,29.71278,2398,11233
Rwanda - Rususa - 1013807,Gisagara,Rususa,1013807,Identified,Technical,006f100000d7x5PAAQ,2019,-2.74102,29.85624,5175,7368
Rwanda - Karuruma - 1014472,Kirehe,Karuruma,1014472,Identified,Technical,006f100000ef6ybAAA,2019,-2.18715,30.62265,1000,3324
Rwanda - Nyirantarengwa - 1012799,Nyabihu,Nyirantarengwa,1012799,Identified,Technical,006f100000d6kqzAAA,2018,-1.67984,29.51707,2272,11355
Rwanda - Bugarama - 1013018,Nyabihu,Bugarama,1013018,Identified,Technical,006f100000d6yKdAAI,2018,-1.61591,29.45511,4650,14323
Rwanda - Rutaka - 1014478,Rwamagana,Rutaka,1014478,Identified,Technical,006f100000ef6z5AAA,2019,-1.99518,30.47381,16196,3487
Rwanda - Gakoro 1 - 1013478,Musanze,Gakoro 1,1013478,Identified,Technical,006f100000d7Q65AAE,2019,-1.527416,29.631312,2166,16824
Rwanda - Rushoka 2 - 1013881,Nyamasheke,Rushoka 2,1013881,Identified,Technical,006f100000d88DHAAY,2019,-2.213654,29.257268,2078,5804
Rwanda - Mubaneri - 1013561,Nyamasheke,Mubaneri,1013561,Identified,Requested,006f100000d7b5wAAA,2019,-2.293228,29.237485,2577,10302
Rwanda - Bisamba - 1013562,Nyamasheke,Bisamba,1013562,Identified,Technical,006f100000d7b61AAA,2019,-2.323533,29.254731,2076,9718
Rwanda - Budashya - 1013252,Muhanga,Budashya,1013252,Identified,Technical,006f100000d761fAAA,2018,-1.83974569,29.70503476,1187,5510
Rwanda - Kabira 2 - 1013647,Rutsiro,Kabira 2,1013647,Identified,Requested,006f100000d7iWEAAY,2018,-1.9752777,29.381944,3042,6314
Rwanda - Nyakabingo - 1013890,Nyamasheke,Nyakabingo,1013890,Identified,Technical,006f100000d88IHAAY,2019,-2.393212,29.219801,3336,7079
Rwanda - Nyagisasa - 1013895,Nyamasheke,Nyagisasa,1013895,Complete,In Service,006f100000d88IgAAI,2022,-2.343073,29.140422,7124,9870
Rwanda - Rwihinda - 1013573,Gisagara,Rwihinda,1013573,Identified,Technical,006f100000d7bACAAY,2019,-2.434,29.93238,5191,4520
Rwanda - Rwabagoyi - 1013878,Nyamasheke,Rwabagoyi,1013878,Identified,Technical,006f100000d88D2AAI,2019,-2.414849,29.046601,3087,6108
Rwanda - Karambo - 1013886,Nyamasheke,Karambo,1013886,Under Construction,,006f100000d88DlAAI,2023,-2.221268,29.256019,7086,5218
Rwanda - Mburabuturo - 1013620,Kayonza,Mburabuturo,1013620,Identified,Technical,006f100000d7i74AAA,2019,-1.90822,30.4727,2877,4884
Rwanda - Bukungu - 1013639,Rutsiro,Bukungu,1013639,Complete,,006f100000d7iU8AAI,2023,-1.80495,29.30452,6052,12351
Rwanda - Mashyuza - 1013367,Nyabihu,Mashyuza,1013367,Identified,Technical,006f100000d7GrFAAU,2019,-1.64985,29.52289,2025,12324
Rwanda - Ruyebe-cyanika - 1013391,Nyabihu,Ruyebe-cyanika,1013391,Identified,Technical,006f100000d7GtBAAU,2019,-1.66123,29.52429,1,12645
Rwanda - Rutenderi - 1013677,Gakenke,Rutenderi,1013677,Identified,Technical,006f100000d7icbAAA,2019,-1.66137,29.84701,1450,7365
Rwanda - Rusave - 1014609,Rwamagana,Rusave,1014609,Identified,Technical,006f100000efHBZAA2,2019,-2.013575,30.254667,4522,4697
Rwanda - Rwinyoni - 1013641,Rutsiro,Rwinyoni,1013641,Complete,In Service,006f100000d7iUrAAI,2020,-1.80169,29.29776,1641,12528
Rwanda - Kayabaraza - 1013650,Rutsiro,Kayabaraza,1013650,Identified,Technical,006f100000d7iWsAAI,2018,-1.8577,29.3111,1118,13748
Rwanda - Migera - 1013840,Kayonza,Migera,1013840,Identified,Vehicular Bridge Required,006f100000d7xzaAAA,2019,-1.92364,30.57811,951,3442
Rwanda - Gikomero - 1013421,Nyamagabe,Gikomero,1013421,Identified,Technical,006f100000d7JDCAA2,2018,2.442831,29.49934667,0,0
Rwanda - Kamabuye - 1014550,Kicukiro,Kamabuye,1014550,Identified,Vehicular Bridge Required,006f100000efEeNAAU,2019,-1.989435,30.055679,2195,58592
Rwanda - Rusasa - 1013913,Gisagara,Rusasa,1013913,Identified,Technical,006f100000d8Aj0AAE,2019,-2.59858,29.81743,3822,6597
Rwanda - Kageyo - 1013345,Musanze,Kageyo,1013345,Identified,Technical,006f100000d7EVnAAM,2019,-1.491395,29.626729,8280,27826
Rwanda - Mucyuho - 1013661,Rutsiro,Mucyuho,1013661,Identified,Requested,006f100000d7iZmAAI,2019,-2.03972,29.41906,1400,9204
Rwanda - Nyarutovu - 1013338,Huye,Nyarutovu,1013338,Identified,Technical,006f100000d7EThAAM,2019,-2.44354,29.7827,4308,5853
Rwanda - Bisayu2 - 1013694,Burera,Bisayu2,1013694,Identified,Technical,006f100000d7jAsAAI,2019,-1.46159,29.82579,1426,7522
Rwanda - Kanyegenyege - 1013877,Karongi,Kanyegenyege,1013877,Identified,Technical,006f100000d88A3AAI,2019,-2.19348,-29.49645,2270,0
Rwanda - Mugasebeya - 1013566,Nyamasheke,Mugasebeya,1013566,Identified,Technical,006f100000d7b6LAAQ,2019,-2.251326,29.21786,2780,5900
Rwanda - Nyakibyeyi - 1013554,Karongi,Nyakibyeyi,1013554,Identified,Technical,006f100000d7azyAAA,2019,-2.09586,29.3907,3131,6916
Rwanda - Ndurumu - 1013691,Gakenke,Ndurumu,1013691,Identified,Technical,006f100000d7ihbAAA,2019,-1.62681,29.80387,1820,9240
Rwanda - Gahira 2 - 1013903,Nyamasheke,Gahira 2,1013903,Identified,Technical,006f100000d88PIAAY,2019,-2.442784,29.202178,980,5019
Rwanda - Nyagasozi - 1013778,Karongi,Nyagasozi,1013778,Identified,Technical,006f100000d7wY2AAI,2019,-2.08015,29.4189,11383,9654
Rwanda - Tubumba - 1014597,Bugesera,Tubumba,1014597,Identified,Technical,006f100000efHAWAA2,2019,-2.22306,30.0561,1882,3909
Rwanda - Rwamigega - 1013026,Nyabihu,Rwamigega,1013026,Identified,Technical,006f100000d6yLMAAY,2018,-1.67288,29.57468,2848,9263
Rwanda - Ku mashuri ya rubona - 1012977,Burera,Ku mashuri ya rubona,1012977,Identified,Technical,006f100000d6wHlAAI,2018,-1.58122,29.88095,2700,6490
Rwanda - Bukinanyana - 1013019,Nyabihu,Bukinanyana,1013019,Identified,Technical,006f100000d6yKiAAI,2018,-1.66374,29.4215,2098,7207
Rwanda - Kwa nshoboye - 1013242,Burera,Kwa nshoboye,1013242,Identified,Technical,006f100000d760rAAA,2018,-1.59526,29.87748,2952,7412
Rwanda - Kwa Rucagu - 1013243,Burera,Kwa Rucagu,1013243,Identified,Technical,006f100000d760wAAA,2018,-1.59855,29.89346,955,7369
Rwanda - Kwa mudahindwa - 1013232,Burera,Kwa mudahindwa,1013232,Identified,Technical,006f100000d7603AAA,2018,-1.59537,29.89217,1709,7131
Rwanda - Taba - 1013830,Kayonza,Taba,1013830,Identified,Vehicular Bridge Required,006f100000d7xpVAAQ,2019,-2.00111,30.53096,3926,4488
Rwanda - Gasharu - 1013874,Karongi,Gasharu,1013874,Identified,Technical,006f100000d889eAAA,2019,-2.12272,29.34027,2176,12746
Rwanda - Uwinyana - 1013922,Gisagara,Uwinyana,1013922,Identified,Technical,006f100000d8AoKAAU,2019,-2.69786,29.90142,2959,4236
Rwanda - Nganzo - 1013640,Rutsiro,Nganzo,1013640,Identified,Technical,006f100000d7iUcAAI,2019,-1.8054,29.29628,6052,12199
Rwanda - Karambo-Twiya 2 - 1012995,Nyamagabe,Karambo-Twiya 2,1012995,Identified,Technical,006f100000d6wNoAAI,2018,-2.37023167,29.42249833,3547,8019
Rwanda - Kintama - 1013613,Nyaruguru,Kintama,1013613,Identified,Technical,006f100000d7hE3AAI,2019,-2.62757667,29.43474,3778,3708
Rwanda - Sangabuzi - 1013709,Burera,Sangabuzi,1013709,Identified,Technical,006f100000d7jDcAAI,2019,-1.47722,29.94955,1807,6419
Rwanda - Cyabihira - 1013759,Nyabihu,Cyabihira,1013759,Identified,Technical,006f100000d7koKAAQ,2019,-1.74404,29.53444,3873,12193
Rwanda - Kankenge1 - 1013926,Rusizi,Kankenge1,1013926,Identified,Technical,006f100000d8ApIAAU,2019,-2.53862,28.96073,2908,8650
Rwanda - Rubanga - 1013332,Huye,Rubanga,1013332,Identified,Technical,006f100000d7ETDAA2,2019,-2.46826,29.77101,4831,6056
Rwanda - Kidendezi - 1013471,Musanze,Kidendezi,1013471,Identified,Technical,006f100000d7Q5WAAU,2019,-1.47301,29.53233,3926,7128
Rwanda - Mushepari - 1012811,Rubavu,Mushepari,1012811,Complete,In Service,006f100000d6kvJAAQ,2023,-1.696388,29.273055,1900,50328
Rwanda - Kwa mizerero - 1013230,Burera,Kwa mizerero,1013230,Identified,Technical,006f100000d75ztAAA,2018,-1.605,29.89527,1598,7879
Rwanda - Bwingeyo - 1013619,Kayonza,Bwingeyo,1013619,Identified,Vehicular Bridge Required,006f100000d7i5UAAQ,2019,-1.93923,30.46986,5481,4180
Rwanda - Rebero - 1013680,Rutsiro,Rebero,1013680,Identified,Requested,006f100000d7ideAAA,2018,-1.94498,29.34985,2720,4446
Rwanda - Burumba - 1013258,Muhanga,Burumba,1013258,Identified,Technical,006f100000d7629AAA,2018,-1.81408288,29.67507767,2471,7251
Rwanda - Gasuma - 1013546,Karongi,Gasuma,1013546,Identified,Technical,006f100000d7azFAAQ,2019,-2.12787,29.43396,2110,4029
Rwanda - Murori - 1013697,Kayonza,Murori,1013697,Identified,Technical,006f100000d7jB7AAI,2019,-1.91118,30.56047,2871,3529
Rwanda - Nyagasozi - 1013380,Nyabihu,Nyagasozi,1013380,Identified,Technical,006f100000d7GsIAAU,2018,-1.62865,29.61529,4946,7990
Rwanda - Butare - 1013416,Nyamagabe,Butare,1013416,Identified,Technical,006f100000d7JCdAAM,2019,-2.3796,29.6106633,2252,4209
Rwanda - Kinyana - 1013420,Nyamagabe,Kinyana,1013420,Identified,Technical,006f100000d7JD7AAM,2018,-2.37946833,29.54139167,2384,3576
Rwanda - Gisiza Ya Ruhinga - 1013553,Karongi,Gisiza Ya Ruhinga,1013553,Identified,Technical,006f100000d7azoAAA,2019,-2.11589,29.4245,4023,4562
Rwanda - Kamuhimba - 1013667,Gakenke,Kamuhimba,1013667,Identified,Technical,006f100000d7iauAAA,2019,-1.6279,29.79311,870,10317
Rwanda - Mukati - 1013674,Rutsiro,Mukati,1013674,Identified,Technical,006f100000d7icHAAQ,2019,-1.86618,29.33919,1071,9481
Rwanda - Kabumbwe - 1013911,Rusizi,Kabumbwe,1013911,Identified,Technical,006f100000d8AiqAAE,2019,-2.53318,28.95045,3037,7492
Rwanda - Kiduha - 1013506,Huye,Kiduha,1013506,Identified,Technical,006f100000d7QQiAAM,2019,-2.61005,29.69215,2141,5988
Rwanda - Mubatarugera - 1013686,Gakenke,Mubatarugera,1013686,Identified,Technical,006f100000d7iewAAA,2019,-1.61835,29.7302,1550,8031
Rwanda - Ntarabana - 1013781,Karongi,Ntarabana,1013781,Identified,Technical,006f100000d7wYMAAY,2019,-2.13355,29.5053,3318,5135
Rwanda - Gahama - 1013764,Rulindo,Gahama,1013764,Identified,Vehicular Bridge Required,006f100000d7ktZAAQ,2019,-1.795,30.03292,520,7163
Rwanda - Ndago - 1013008,Nyanza,Ndago,1013008,Identified,Technical,006f100000d6wRLAAY,2018,-2.35939,29.6848,2306,3950
Rwanda - Rwanika - 1013022,Nyabihu,Rwanika,1013022,Identified,Technical,006f100000d6yL2AAI,2018,-1.67288,29.57468,1677,9263
Rwanda - Nyakina - 1013675,Gakenke,Nyakina,1013675,Identified,Technical,006f100000d7icMAAQ,2019,-1.64821,29.85487,11408,7122
Rwanda - Mubahayo - 1013772,Karongi,Mubahayo,1013772,Identified,Technical,006f100000d7wXTAAY,2019,-2.18591,29.43513,4002,4557
Rwanda - Bushyita - 1012947,Muhanga,Bushyita,1012947,Identified,,006f100000d6wBUAAY,2018,-1.95197033,29.77510744,4047,4332
Rwanda - Nyiragakokora - 1013028,Nyabihu,Nyiragakokora,1013028,Identified,Technical,006f100000d6yLWAAY,2018,-1.68216,29.46831,1630,4268
Rwanda - Cyabami (kwa jerome) - 1013234,Burera,Cyabami (kwa jerome),1013234,Identified,Technical,006f100000d760DAAQ,2018,-1.60203,29.89157,1994,7750
Rwanda - Mwishokero - 1012988,Rutsiro,Mwishokero,1012988,Identified,Technical,006f100000d6wK6AAI,2018,-1.97027,29.3844,2794,5877
Rwanda - Ruseke - 1013417,Nyamagabe,Ruseke,1013417,Identified,Technical,006f100000d7JCiAAM,2019,-2.372525,29.6006183,2668,4227
Rwanda - Kigeyo ya 1 (Butambi) - 1013245,Burera,Kigeyo ya 1 (Butambi),1013245,Identified,Technical,006f100000d7616AAA,2018,-1.60154,29.88182,1976,7962
Rwanda - Musizi - 1013914,Gisagara,Musizi,1013914,Identified,Technical,006f100000d8Aj5AAE,2019,-2.60413,29.80698,3851,7409
Rwanda - Rwangege - 1013363,Nyabihu,Rwangege,1013363,Identified,Technical,006f100000d7GqvAAE,2019,-1.60288,29.59389,2849,6466
Rwanda - Karwa - 1013756,Rulindo,Karwa,1013756,Identified,Vehicular Bridge Required,006f100000d7knMAAQ,2019,-1.83463,30.04618,1500,8108
Rwanda - Rutete - 1013004,Nyanza,Rutete,1013004,Identified,Technical,006f100000d6wQhAAI,2018,-2.28832,29.75688,2810,6554
Rwanda - Ryanyirataba - 1013221,Nyamagabe,Ryanyirataba,1013221,Identified,Technical,006f100000d75zAAAQ,2018,-2.50142333,29.55574,3151,5002
Rwanda - Kivumu-nyamugari - 1013653,Rutsiro,Kivumu-nyamugari,1013653,Identified,Technical,006f100000d7iXMAAY,2018,-1.85666,29.290277,1530,8622
Rwanda - Mucyebera - 1012989,Rutsiro,Mucyebera,1012989,Identified,Technical,006f100000d6wKBAAY,2018,-1.93166,29.4955,2476,5157
Rwanda - Karambo - 1013746,Rulindo,Karambo,1013746,Identified,Technical,006f100000d7khOAAQ,2019,-1.8472,30.02041,4418,5949
Rwanda - Kwa mvunabandi - 1013237,Burera,Kwa mvunabandi,1013237,Identified,Technical,006f100000d760SAAQ,2018,-1.61204,29.86299,5421,7067
Rwanda - Minaga-Mujerenge - 1012992,Nyamagabe,Minaga-Mujerenge,1012992,Identified,Technical,006f100000d6wNZAAY,2018,-2.45957,29.42245333,4790,4411
Rwanda - Cyerwa - 1014793,Rwamagana,Cyerwa,1014793,Identified,Technical,006f100000efho5AAA,2019,-2.06596,30.31733,2306,5198
Rwanda - Gahira - 1039372,Muhanga,Gahira,1039372,Complete,,0063Z00000sfo3WQAQ,2023,-1.830723,29.798933,1200,
Rwanda - Kabutimbo - 1015693,Gakenke,Kabutimbo,1015693,Complete,In Service,006f100000fHqCoAAK,2021,-1.621187,29.660569,1280,
Rwanda - Nyabugogo - 1025885,Gakenke,Nyabugogo,1025885,Identified,Identified in Needs Assessment,0063Z00000mZ1W5QAK,2024,-1.650908,29.826677,2762,
Rwanda - Kukamagi - 1013301,Musanze,Kukamagi,1013301,Identified,Technical,006f100000d7ELAAA2,2019,-1.585599,29.749456,2142,9475
Rwanda - Kwa kabandwa - 1013326,Burera,Kwa kabandwa,1013326,Identified,Technical,006f100000d7ESPAA2,2018,-1.55462,29.98703,3422,8716
Rwanda - Cyanamire - 1011378,Gicumbi,Cyanamire,1011378,Identified,Technical,006f100000cMnqfAAC,2018,-1.56366667,30.16777778,,4008
Rwanda - Rufuha - 1017673,Muhanga,Rufuha,1017673,Complete,In Service,0063Z00000gLr35QAC,2020,-2.012167,29.763889,1000,
Rwanda - Rubete - 1037177,Nyarugenge,Rubete,1037177,Complete,In Service,0063Z00000plEZkQAM,2022,-2.00275,30.048861,3937,
Rwanda - Kajevuba - 1037312,Gasabo,Kajevuba,1037312,Identified,Technical,0063Z00000pn3IvQAI,2022,-1.79014269,30.13055207,5214,
Rwanda - Marenge - 1037311,Gasabo,Marenge,1037311,Complete,In Service,0063Z00000pn2FQQAY,2022,-1.83181776,30.07863042,2062,
Rwanda - Tigano - 1044572,Nyamasheke,Tigano,1044572,Prospecting,,0063Z00000wdlPaQAI,2023,-1.929168,30.113145,0,
Rwanda - Mugashyushya - 1042780,Kamonyi,Mugashyushya,1042780,Identified,Requested,0063Z00000wbMHUQA2,2024,-1.941256,30.044576,5200,
Rwanda - Matovu - 1042596,Muhanga,Matovu,1042596,Identified,Requested,0063Z00000wb0XxQAI,2024,-1.859897,29.779474,5538,
Rwanda - Ruhuha- Murehe (Gashyushya site) - 1042788,Kamonyi,Ruhuha- Murehe (Gashyushya site),1042788,Identified,Requested,0063Z00000wbMIcQAM,2024,-2.066385,29.870304,5950,
Rwanda - Bandora_Rwinkindi - 1043217,Muhanga,Bandora_Rwinkindi,1043217,Identified,Requested,0063Z00000wbcXJQAY,2024,,,3770,
Rwanda - Shagasha - 1042721,Rulindo,Shagasha,1042721,Identified,Requested,0063Z00000wbIrAQAU,2024,-1.710582,30.048984,4420,
Rwanda - Nkakwa - 1042787,Nyaruguru,Nkakwa,1042787,Identified,Requested,0063Z00000wbMIXQA2,2024,-2.776649,29.626448,9110,
Rwanda - Jabiro - 1042591,Muhanga,Jabiro,1042591,Identified,Requested,0063Z00000wazieQAA,2024,-2.103307,29.658946,7469,
Rwanda - Rukore - 1042821,Rubavu,Rukore,1042821,Identified,Requested,0063Z00000wbOZGQA2,2024,-1.746947,29.370776,2086,
Rwanda - Rungwa(Rwamagana- Cyarwa) - 1042782,Nyanza,Rungwa(Rwamagana- Cyarwa),1042782,Identified,Requested,0063Z00000wbMHjQAM,2024,-2.330126,29.668698,9110,
Rwanda - Rebero - 1042891,Rutsiro,Rebero,1042891,Identified,Requested,0063Z00000wbTEgQAM,2024,-1.944807,29.349947,4144,
Rwanda - Rwamahwa - 1042723,Rulindo,Rwamahwa,1042723,Identified,Requested,0063Z00000wbIrKQAU,2024,-1.634989,29.896522,4194,
Rwanda - Cyivugiza - 1042719,Rulindo,Cyivugiza,1042719,Identified,Requested,0063Z00000wbIqqQAE,2024,-1.801744,30.075614,13500,
Rwanda - Kirambo-Rudogo - 1042720,Rulindo,Kirambo-Rudogo,1042720,Identified,Requested,0063Z00000wbIr0QAE,2024,-1.753178,30.019789,3861,
Rwanda - STRAABAG - 1042761,Gasabo,STRAABAG,1042761,Identified,Identified in Needs Assessment,0063Z00000wbKcvQAE,2024,-1.914432,30.050064,5600,
Rwanda - Nyarusange - 1042779,Karongi,Nyarusange,1042779,Identified,Requested,0063Z00000wbMHKQA2,2024,-1.953896,30.051678,8000,
Rwanda - Kayumbu - 1043152,Kamonyi,Kayumbu,1043152,Identified,Requested,0063Z00000wbYguQAE,2024,-1.895378,29.797781,6500,
Rwanda - Kazabe - 1042822,Rubavu,Kazabe,1042822,Identified,Requested,0063Z00000wbOZLQA2,2024,-1.723631,29.366515,2313,
Rwanda - Nyamitanga - 1042593,Muhanga,Nyamitanga,1042593,Identified,Requested,0063Z00000wazioQAA,2024,-2.082705,29.724194,7322,
Rwanda - Ok - 1042792,Nyaruguru,Ok,1042792,Identified,Requested,0063Z00000wbNB9QAM,2024,-2.792859,29.699364,4419,
Rwanda - Nyacyonga - 1042760,Kicukiro,Nyacyonga,1042760,Identified,Identified in Needs Assessment,0063Z00000wbKclQAE,2024,-1.998604,30.107653,3000,
Rwanda - Cyiri-1007629 - 1042722,Rulindo,Cyiri-1007629,1042722,Identified,Requested,0063Z00000wbIq4QAE,2024,-1.683618,29.899565,4350,
Rwanda - Cyahafi - 1042781,Ruhango,Cyahafi,1042781,Identified,Requested,0063Z00000wbMHZQA2,2024,-2.141921,29.635144,27775,
Rwanda - Nyabimata - 1042785,Nyaruguru,Nyabimata,1042785,Identified,Requested,0063Z00000wbMIDQA2,2024,-2.694258,29.455396,14442,
Rwanda - Runyombyi - 1042786,Nyaruguru,Runyombyi,1042786,Identified,Requested,0063Z00000wbMINQA2,2024,-2.771614,29.529924,12775,
Rwanda - Nyakabungo - 1042759,Gasabo,Nyakabungo,1042759,Identified,Identified in Needs Assessment,0063Z00000wbKcgQAE,2022,-1.888218,30.032661,3900,
Rwanda - UWARUKARA - 1042783,Nyanza,UWARUKARA,1042783,Identified,Requested,0063Z00000wbMHyQAM,2024,-2.308729,29.604844,5584,
Rwanda - Munanira-Ruhinga - 1042597,Karongi,Munanira-Ruhinga,1042597,Confirmed,,0063Z00000wb0Y2QAI,2024,-2.105057,29.417237,6314,
Rwanda - Kwa mudandi - 1042592,Muhanga,Kwa mudandi,1042592,Identified,Requested,0063Z00000wazijQAA,2024,-1.923771,29.662656,4302,
Rwanda - Murunda - 1042893,Rutsiro,Murunda,1042893,Identified,Requested,0063Z00000wbTF0QAM,2024,-1.915104,29.370858,4956,
Rwanda - Kabira 2 - 1042892,Rutsiro,Kabira 2,1042892,Identified,Requested,0063Z00000wbTEvQAM,2024,-1.979623,29.378993,4888,
Rwanda - Kabilizi-Runga - 1042784,Nyanza,Kabilizi-Runga,1042784,Identified,Requested,0063Z00000wbMI3QAM,2024,-2.375122,29.680484,21109,
Rwanda - Minigo - 1042823,Rubavu,Minigo,1042823,Identified,Requested,0063Z00000wbOZQQA2,2024,-1.692061,29.294813,5084,
