Opportunity Name,Level 2 Government,Bridge Name,Project Code,Stage,Sub-Stage,CaseSafeID,B2P Fiscal Year,latitude,longitude,Individuals Directly Served,Population Estimate 2000m
Rwanda - Kwa moja - 1013321,Burera,Kwa moja,1013321,Identified,Technical,006f100000d7EQxAAM,2018,-1.52521,29.78268,4327,8970
Rwanda - Nyabusunzu - 1013331,Huye,Nyabusunzu,1013331,Identified,Technical,006f100000d7ET8AAM,2019,-2.4851,29.80904,4275,4967
Rwanda - Rujeberi - 1014131,Nyamasheke,Rujeberi,1014131,Identified,Technical,006f100000d1hGeAAI,2019,-2.54704093,29.03581174,5644,11444
Rwanda - Kibanza - 1014315,Kamonyi,Kibanza,1014315,Identified,Technical,006f100000eeqssAAA,2019,-1.951433,29.878932,2646,6032
Rwanda - Ntaruka - 1013220,Nyamagabe,Ntaruka,1013220,Confirmed,,006f100000d75z5AAA,2023,-2.52459333,29.54972333,3896,5030
Rwanda - Gitantu - 1013231,Nyamagabe,Gitantu,1013231,Ready to Confirm,,006f100000d75zyAAA,2023,-2.495585,29.58301667,3291,8069
Rwanda - Kucyuzi - 1013249,Muhanga,Kucyuzi,1013249,Identified,Technical,006f100000d761QAAQ,2018,-2.03657322,29.66738107,1960,5712
Rwanda - Gahama - 1013250,Muhanga,Gahama,1013250,Identified,Technical,006f100000d761VAAQ,2018,-2.0290507,29.69007869,4191,6015
Rwanda - Cyuzu - 1013253,Muhanga,Cyuzu,1013253,Identified,Technical,006f100000d761kAAA,2018,-1.85356287,29.67139626,3270,7313
Rwanda - Shyagari - 1013263,Muhanga,Shyagari,1013263,Complete,In Service,006f100000d762YAAQ,2023,-2.003951,29.675447,2609,6114
Rwanda - Sheni - 1013268,Nyanza,Sheni,1013268,Identified,Technical,006f100000d766ZAAQ,2018,-2.40452,29.83705,3112,3055
Rwanda - Nyabugugu - 1013269,Nyanza,Nyabugugu,1013269,Identified,Technical,006f100000d766eAAA,2018,-2.33172,29.88638,3642,3998
Rwanda - Gateme - 1013270,Nyanza,Gateme,1013270,Identified,Technical,006f100000d766jAAA,2018,-2.35699,29.93402,2037,4501
Rwanda - Kinini/health center - 1013753,Rulindo,Kinini/health center,1013753,Identified,Technical,006f100000d7kmYAAQ,2019,-1.77387,29.93239,3356,5900
Rwanda - Rutovu - 1014377,Ngoma,Rutovu,1014377,Identified,Technical,006f100000eeuyBAAQ,2019,-2.095675,30.576452,12720,4653
Rwanda - Kagarama - 1014388,Ngoma,Kagarama,1014388,Identified,Technical,006f100000eeuzJAAQ,2019,-2.186622,30.483668,4146,4512
Rwanda - Kavumu - 1014396,Nyagatare,Kavumu,1014396,Identified,Technical,006f100000eeuzxAAA,2019,-1.391233,30.171654,1942,6417
Rwanda - Cyenjojo - 1014405,Nyagatare,Cyenjojo,1014405,Prospecting,,006f100000eev0lAAA,2023,-1.239774,30.344471,,940
Rwanda - Gasinga - 1014406,Nyagatare,Gasinga,1014406,Identified,Requested,006f100000eev0qAAA,2019,-1.206567,30.347849,4754,653
Rwanda - Gashekasheke - 1014428,Ngoma,Gashekasheke,1014428,Identified,Technical,006f100000eev5AAAQ,2019,-2.085295,30.445293,6325,2987
Rwanda - Kabukunzi - 1013904,Nyamasheke,Kabukunzi,1013904,Identified,Vehicular Bridge Required,006f100000d88TZAAY,2019,-2.36555,29.033081,741,12250
Rwanda - Musave - 1012975,Burera,Musave,1012975,Identified,Technical,006f100000d6wGnAAI,2018,-1.55797,29.86744,1972,6454
Rwanda - Gitega - 1012955,Muhanga,Gitega,1012955,Identified,Technical,006f100000d6wC8AAI,2018,-1.77229,29.66985,3321,6728
Rwanda - Ryaruhirima - 1012974,Burera,Ryaruhirima,1012974,Identified,Technical,006f100000d6wGdAAI,2018,-1.54643,29.84546,2351,6850
Rwanda - Kirwa - 1013216,Nyamagabe,Kirwa,1013216,Identified,Technical,006f100000d75urAAA,2018,-2.53163167,29.53586,3838,4488
Rwanda - Mubarame - 1013244,Burera,Mubarame,1013244,Identified,Technical,006f100000d7611AAA,2018,-1.58391,29.85683,970,5845
Rwanda - Ndatemwa - 1013846,Nyaruguru,Ndatemwa,1013846,Identified,Technical,006f100000d80kGAAQ,2019,-2.799865,29.55367,4288,4504
Rwanda - Gitare - 1014442,Kicukiro,Gitare,1014442,Identified,Vehicular Bridge Required,006f100000eevLrAAI,2019,-1.986291,30.115909,28178,38245
Rwanda - Ngugu - 1014449,Kamonyi,Ngugu,1014449,Identified,Technical,006f100000eevORAAY,2019,-2.05618,29.92399,2707,4943
Rwanda - Bishyiga - 1012803,Nyamagabe,Bishyiga,1012803,Identified,Technical,006f100000d6krJAAQ,2018,-2.42353667,29.46039667,1050,5036
Rwanda - Gasenge-Mubezi - 1012998,Nyamagabe,Gasenge-Mubezi,1012998,Identified,Technical,006f100000d6wO3AAI,2018,-2.52520667,29.50410667,3455,6302
Rwanda - Kavure - 1013007,Nyanza,Kavure,1013007,Identified,Technical,006f100000d6wRBAAY,2018,-2.28603,29.67857,2399,5019
Rwanda - Rugari - 1013645,Rutsiro,Rugari,1013645,Identified,Requested,006f100000d7iVuAAI,2018,-1.99666,29.3952777,1667,7024
Rwanda - Nkora - 1013658,Rutsiro,Nkora,1013658,Complete,In Service,006f100000d7iYeAAI,2020,-1.8675,29.324166,1348,10576
Rwanda - Kibaza - 1014569,Bugesera,Kibaza,1014569,Identified,Vehicular Bridge Required,006f100000efEkpAAE,2019,-2.335418,30.05721,55,4708
Rwanda - Gatagara - 1013379,Nyabihu,Gatagara,1013379,Identified,Technical,006f100000d7GsDAAU,2019,-1.62934,29.4568,2017,11891
Rwanda - Gasayo - 1013385,Nyabihu,Gasayo,1013385,Identified,Technical,006f100000d7GshAAE,2019,-1.61454,29.5842,4424,7970
Rwanda - Cyondo - 1013676,Gakenke,Cyondo,1013676,Identified,Technical,006f100000d7icRAAQ,2019,-1.62306,29.86773,1768,6648
Rwanda - Kirwa - 1013683,Gakenke,Kirwa,1013683,Under Construction,,006f100000d7ieSAAQ,2023,-1.61152,29.70026,1240,8427
Rwanda - Razi - 1013801,Gakenke,Razi,1013801,Identified,Technical,006f100000d7wvtAAA,2019,-1.69699,29.86647,1871,7387
Rwanda - Nyakanama 2 - 1013467,Musanze,Nyakanama 2,1013467,Identified,Technical,006f100000d7Q5CAAU,2019,-1.527581,29.62739,2786,15815
Rwanda - Nyakanama 1 - 1013468,Musanze,Nyakanama 1,1013468,Identified,Technical,006f100000d7Q5HAAU,2019,-1.532046,29.62881,2786,15579
Rwanda - Karunga - 1013487,Burera,Karunga,1013487,Identified,Technical,006f100000d7Q98AAE,2019,-1.38143,29.81682,1714,8698
Rwanda - Nyakabingo - 1013784,Karongi,Nyakabingo,1013784,Identified,Vehicular Bridge Required,006f100000d7wYgAAI,2019,-2.12557,29.48183,987,4926
Rwanda - Rukoro - 1013862,Karongi,Rukoro,1013862,Identified,Technical,006f100000d888bAAA,2019,-2.19868,29.4931,2270,4019
Rwanda - Kizenga 2 - 1013883,Nyamasheke,Kizenga 2,1013883,Identified,Technical,006f100000d88DWAAY,2019,-2.232363,29.254785,1531,4084
Rwanda - Kamonyo - 1013786,Karongi,Kamonyo,1013786,Identified,Requested,006f100000d7wYqAAI,2019,-2.1484,29.48612,4218,4279
Rwanda - Ruzibira - 1013559,Nyamasheke,Ruzibira,1013559,Identified,Technical,006f100000d7b5mAAA,2019,-2.324086,29.237155,2395,10826
Rwanda - Mugohe~Bugarama - 1013560,Nyamasheke,Mugohe~Bugarama,1013560,Identified,Technical,006f100000d7b5rAAA,2019,-2.316496,29.218564,4299,9909
Rwanda - Mugatare - 1014464,Kirehe,Mugatare,1014464,Identified,Technical,006f100000ef6xsAAA,2019,-2.296406,30.52359,6500,3197
Rwanda - kadigadiga - 1014477,Rwamagana,kadigadiga,1014477,Identified,Technical,006f100000ef6z0AAA,2019,-1.99173,30.448175,2006,3643
Rwanda - Mitsindo-nyabihara - 1014481,Kirehe,Mitsindo-nyabihara,1014481,Identified,Technical,006f100000ef6zPAAQ,2019,-2.1403,30.72741,696,2642
Rwanda - Kabuga - 1013762,Rulindo,Kabuga,1013762,Complete,In Service,006f100000d7ktAAAQ,2023,-1.820233,30.013769,1462,4731
Rwanda - Iraro - 1013763,Rulindo,Iraro,1013763,Identified,Technical,006f100000d7ktKAAQ,2019,-1.77748,30.01516,2846,5902
Rwanda - Kabere - 1013803,Gakenke,Kabere,1013803,Identified,Vehicular Bridge Required,006f100000d7ww8AAA,2019,-1.69199,29.70148,650,6669
Rwanda - Rwamaziba - 1014483,Kirehe,Rwamaziba,1014483,Identified,Technical,006f100000ef70mAAA,2019,-2.2318,30.8131,612,4263
Rwanda - Rucaca - 1013832,Kayonza,Rucaca,1013832,Identified,Technical,006f100000d7xq9AAA,2019,-1.74771,30.50005,7168,2426
Rwanda - Nyenyeri - 1014321,Kamonyi,Nyenyeri,1014321,Identified,Technical,006f100000eescvAAA,2019,-1.939737,29.843622,2200,5732
Rwanda - Gahama - 1014534,Gatsibo,Gahama,1014534,Identified,Technical,006f100000ef84lAAA,2019,-1.665,30.29284,1972,3783
Rwanda - Kirehe - 1014539,Rwamagana,Kirehe,1014539,Identified,Technical,006f100000ef884AAA,2019,-1.88269,30.26579,1512,4589
Rwanda - Kibaza - 1014540,Rwamagana,Kibaza,1014540,Identified,Technical,006f100000ef889AAA,2019,-1.86879,30.28184,2834,4093
Rwanda - Rususa - 1014541,Rwamagana,Rususa,1014541,Identified,Technical,006f100000ef88JAAQ,2019,-2.01494,30.2304,4600,5889
Rwanda - Rugari 2 - 1013296,Musanze,Rugari 2,1013296,Identified,Vehicular Bridge Required,006f100000d7EKlAAM,2019,,,876,
Rwanda - Kabuyenge - 1012804,Gakenke,Kabuyenge,1012804,Identified,Local Investment,006f100000d6krTAAQ,2018,-1.6225,29.66777,1493,7889
Rwanda - Kibaribari - 1013342,Musanze,Kibaribari,1013342,Identified,Technical,006f100000d7EVYAA2,2019,-1.537665,29.700128,2936,12622
Rwanda - Rugabe - 1013910,Rusizi,Rugabe,1013910,Identified,Technical,006f100000d8AilAAE,2019,-2.51669,28.96432,2449,6148
Rwanda - Gihari - 1013925,Rusizi,Gihari,1013925,Identified,Technical,006f100000d8Ap8AAE,2019,-2.55375,28.94637,5138,7169
Rwanda - Miraramo - 1013688,Rutsiro,Miraramo,1013688,Identified,Technical,006f100000d7ifBAAQ,2018,-2.0312,29.39964,1,7459
Rwanda - Senga - 1013714,Karongi,Senga,1013714,Identified,Technical,006f100000d7jEGAAY,2019,-2.0824,29.4245,4329,9277
Rwanda - Shyira - 1013628,Gakenke,Shyira,1013628,Identified,Requested,006f100000d7iQfAAI,2024,-1.69922,29.63391,4596,8952
Rwanda - Rucamahembe - 1013636,Rutsiro,Rucamahembe,1013636,Identified,Technical,006f100000d7iSlAAI,2019,-1.81695,29.29326,860,9853
Rwanda - Mabare 1 - 1013672,Gakenke,Mabare 1,1013672,Identified,Requested,006f100000d7ibsAAA,2019,-1.62126,29.78084,1700,9889
Rwanda - Gasagara - 1013282,Nyamagabe,Gasagara,1013282,Identified,Technical,006f100000d78OBAAY,2018,-2.28862,29.604975,2356,4234
Rwanda - Rumamfu~Mugeyo - 1013702,Nyamasheke,Rumamfu~Mugeyo,1013702,Identified,Technical,006f100000d7jCPAAY,2019,-2.337668,29.186374,2617,5086
Rwanda - Gitindo - 1013715,Nyamasheke,Gitindo,1013715,Identified,Technical,006f100000d7jELAAY,2019,-2.335284,29.184096,1949,4917
Rwanda - Karambi - 1013718,Karongi,Karambi,1013718,Confirmed,,006f100000d7jEaAAI,2023,-2.15029,29.413778,4561,3132
Rwanda - Kabasore - 1013734,Gisagara,Kabasore,1013734,Identified,Technical,006f100000d7jISAAY,2019,-2.4919,29.85804,2248,5996
Rwanda - Bitare - 1013748,Rulindo,Bitare,1013748,Identified,Technical,006f100000d7kk8AAA,2019,-1.82989,29.92981,2841,5034
Rwanda - Kirumbi - 1012986,Rutsiro,Kirumbi,1012986,Complete,In Service,006f100000d6wJrAAI,2020,-1.94833,29.493611,3294,4470
Rwanda - RuhigiroKibundi - 1013388,Nyabihu,RuhigiroKibundi,1013388,Identified,Technical,006f100000d7GswAAE,2019,-1.65113,29.49184,720,11099
Rwanda - Nyakagende - 1013014,Nyanza,Nyakagende,1013014,Identified,Technical,006f100000d6wRuAAI,2018,-2.37474,29.86776,7734,3137
Rwanda - Cyahafi - 1013456,Ngororero,Cyahafi,1013456,Identified,Technical,006f100000d7Pr6AAE,2019,-1.92556,29.60749,3620,6715
Rwanda - Rugeshi - 1013459,Ngororero,Rugeshi,1013459,Complete,In Service,006f100000d7PrLAAU,2021,-1.96038,29.54036,,5826
Rwanda - Gasasa - 1013460,Ngororero,Gasasa,1013460,Complete,In Service,006f100000d7PrQAAU,2021,-1.95373,29.54198,4053,6260
Rwanda - Nyarubuye - 1013463,Musanze,Nyarubuye,1013463,Identified,Technical,006f100000d7Q4sAAE,2019,-1.523318,29.691622,2500,10752
Rwanda - Gakoro 2 ~ Rwebeya - 1013469,Musanze,Gakoro 2 ~ Rwebeya,1013469,Identified,Technical,006f100000d7Q5MAAU,2019,-1.529524,29.633423,2166,16207
Rwanda - Kavumu - 1013474,Musanze,Kavumu,1013474,Identified,Technical,006f100000d7Q5lAAE,2019,-1.596674,29.658056,2488,8771
Rwanda - Kwa Cosma - 1013495,Burera,Kwa Cosma,1013495,Identified,Technical,006f100000d7Q9mAAE,2019,-1.32782,29.83106,1854,3371
Rwanda - Nyamuko - 1013576,Gisagara,Nyamuko,1013576,Identified,Technical,006f100000d7bARAAY,2019,-2.51384,29.88201,3373,5227
Rwanda - Gatare - 1013579,Gisagara,Gatare,1013579,Identified,Technical,006f100000d7bAlAAI,2019,-2.49034,29.87577,3643,5280
Rwanda - Kayabaraza 2 - 1013651,Rutsiro,Kayabaraza 2,1013651,Identified,Technical,006f100000d7iX2AAI,2018,-1.855,29.31,1010,14019
Rwanda - Nyakajuri - 1014598,Bugesera,Nyakajuri,1014598,Identified,Technical,006f100000efHAbAAM,2019,-2.20524,30.07864,960,4424
Rwanda - Kajevuba - 1014614,Gasabo,Kajevuba,1014614,Identified,Technical,006f100000efHCIAA2,2019,-1.84731,29.99128,5983,6814
Rwanda - Nonwe - 1013717,Nyamasheke,Nonwe,1013717,Complete,In Service,006f100000d7jEVAAY,2023,-2.224749,29.291024,2133,4788
Rwanda - Rwarugaju - 1014610,Rwamagana,Rwarugaju,1014610,Identified,Technical,006f100000efHBeAAM,2019,-1.98212,30.343604,4233,4081
Rwanda - Mataba - 1013006,Nyanza,Mataba,1013006,Identified,Technical,006f100000d6wQwAAI,2018,-2.28569,29.71634,5453,4323
Rwanda - Kabeza - 1013660,Rutsiro,Kabeza,1013660,Identified,Technical,006f100000d7iZhAAI,2018,-1.87722,29.319444,484,9674
Rwanda - Rwaninka - 1013736,Nyaruguru,Rwaninka,1013736,Prospecting,,006f100000d7jImAAI,2024,-2.733162,29.520608,3580,2414
Rwanda - Kirombe - 1013799,Gakenke,Kirombe,1013799,Identified,Technical,006f100000d7wvjAAA,2019,-1.63737,29.65462,1768,8248
Rwanda - Nyirabageni - 1013892,Nyamasheke,Nyirabageni,1013892,Identified,Requested,006f100000d88IRAAY,2019,-2.401998,29.204765,11852,5715
Rwanda - Mubitare - 1013565,Nyamasheke,Mubitare,1013565,Identified,Technical,006f100000d7b6GAAQ,2019,-2.322038,29.247239,2043,11210
Rwanda - Sare - 1013806,Gisagara,Sare,1013806,Complete,In Service,006f100000d7x5KAAQ,2022,-2.7975,29.697972,4509,4729
Rwanda - Rushoka 1 - 1013897,Nyamasheke,Rushoka 1,1013897,Identified,Technical,006f100000d88KcAAI,2019,-2.208637,29.262007,2078,6577
Rwanda - Gatare - 1013313,Musanze,Gatare,1013313,Identified,Technical,006f100000d7EMSAA2,2019,-1.566405,29.731918,2351,9388
Rwanda - Rebezo - 1013837,Kayonza,Rebezo,1013837,Identified,Technical,006f100000d7xv9AAA,2019,-2.05203,30.58818,2076,3043
Rwanda - Nyamwenda - 1013783,Karongi,Nyamwenda,1013783,Identified,Technical,006f100000d7wYWAAY,2019,-2.1213,29.48652,4201,4784
Rwanda - Kinyovu - 1013224,Nyamagabe,Kinyovu,1013224,Identified,Technical,006f100000d75zPAAQ,2018,-2.50159333,29.54305167,3217,4730
Rwanda - Kagarama - 1013226,Nyamagabe,Kagarama,1013226,Identified,Requested,006f100000d75zZAAQ,2023,-2.52151722,29.5878311,3709,8008
Rwanda - Gasharu - 1013251,Muhanga,Gasharu,1013251,Identified,Technical,006f100000d761aAAA,2018,-2.02696824,29.69545811,3705,5797
Rwanda - Rwanamiza - 1013276,Nyanza,Rwanamiza,1013276,Identified,Technical,006f100000d767DAAQ,2018,-2.3084,29.88881,4791,4397
Rwanda - Ruvugizo - 1013333,Huye,Ruvugizo,1013333,Identified,Technical,006f100000d7ETIAA2,2019,-2.3965,29.79099,1701,4711
Rwanda - Kivomo - 1013353,Ngororero,Kivomo,1013353,Complete,In Service,006f100000d7EatAAE,2019,-2.026616,29.57632,1768,5703
Rwanda - Agakomeye - 1013773,Karongi,Agakomeye,1013773,Identified,Requested,006f100000d7wXYAAY,2019,-2.17593,29.42192,3885,4324
Rwanda - Runyangwe - 1013295,Musanze,Runyangwe,1013295,Identified,Vehicular Bridge Required,006f100000d7EKgAAM,2019,,,976,
Rwanda - Ryampande - 1013775,Karongi,Ryampande,1013775,Identified,Technical,006f100000d7wXiAAI,2019,-2.16427,29.41347,10007,3081
Rwanda - Gatandaganya - 1013413,Nyamagabe,Gatandaganya,1013413,Identified,Technical,006f100000d7JCJAA2,2018,-2.39137,29.52399167,2136,3137
Rwanda - Rwabagenzi - 1012952,Muhanga,Rwabagenzi,1012952,Complete,In Service,006f100000d6wBtAAI,2022,-2.042163,29.722419,4514,7570
Rwanda - Rukombe - 1013452,Ngororero,Rukombe,1013452,Identified,Technical,006f100000d7PqSAAU,2019,-1.98911,29.60512,2601,6141
Rwanda - Gakoyi - 1013654,Rutsiro,Gakoyi,1013654,Identified,Requested,006f100000d7iXbAAI,2024,-1.85437,29.28597,660,6311
Rwanda - Kwa Rukeratabaro - 1013256,Muhanga,Kwa Rukeratabaro,1013256,Complete,In Service,006f100000d761zAAA,2022,-1.838472,29.684286,2764,7911
Rwanda - Cyiryamo - 1013787,Gakenke,Cyiryamo,1013787,Identified,Technical,006f100000d7wubAAA,2019,-1.68275,29.74224,1230,6728
Rwanda - Kugasumo - 1013795,Gakenke,Kugasumo,1013795,Identified,Technical,006f100000d7wvFAAQ,2019,-1.56001,29.69342,1700,12689
Rwanda - Nyirarukeri (bitaba) - 1012985,Nyamagabe,Nyirarukeri (bitaba),1012985,Identified,Technical,006f100000d6wJ8AAI,2018,-2.433943,29.46317,3580,6031
Rwanda - Mohora - 1013605,Rutsiro,Mohora,1013605,Identified,Technical,006f100000d7cxUAAQ,2019,-1.97905,29.36179,921,5414
Rwanda - Gafuro ya 1 - 1013227,Burera,Gafuro ya 1,1013227,Identified,Technical,006f100000d75zeAAA,2018,-1.51287,29.8126,1594,7621
Rwanda - Gisozi - 1013371,Nyabihu,Gisozi,1013371,Identified,Technical,006f100000d7GrZAAU,2018,-1.61452,29.47951,1000,11724
Rwanda - Butana - 1013652,Rutsiro,Butana,1013652,Complete,In Service,006f100000d7iX7AAI,2020,-1.86777,29.289722,2141,7986
Rwanda - Nyabyunyu - 1013912,Gisagara,Nyabyunyu,1013912,Identified,Technical,006f100000d8AivAAE,2019,-2.57105,29.88974,5337,4539
Rwanda - Akarukambira - 1013578,Gisagara,Akarukambira,1013578,Identified,Technical,006f100000d7bAgAAI,2019,-2.4855,29.84336,2364,5556
Rwanda - Muranbo - 1013498,Burera,Muranbo,1013498,Identified,Vehicular Bridge Required,006f100000d7QA1AAM,2019,-1.36675,29.80889,2942,7651
Rwanda - Kigeyo ya 2 - 1013239,Burera,Kigeyo ya 2,1013239,Identified,Technical,006f100000d760cAAA,2018,-1.5999,29.88097,2952,7814
Rwanda - Gakangaga - 1012802,Nyamagabe,Gakangaga,1012802,Identified,Technical,006f100000d6krEAAQ,2018,-2.43705833,29.44304667,1100,5617
Rwanda - Mugaseke - 1013721,Nyamasheke,Mugaseke,1013721,Complete,In Service,006f100000d7jEuAAI,2022,-2.216836,29.283703,2412,6501
Rwanda - Kagina - 1013010,Nyanza,Kagina,1013010,Identified,Technical,006f100000d6wRaAAI,2018,-2.34749,29.79864,4286,5292
Rwanda - Gifumba - 1013750,Rulindo,Gifumba,1013750,Identified,Technical,006f100000d7kkNAAQ,2019,-1.83904,29.97107,5300,5098
Rwanda - Kabigembe 2 - 1014468,Kirehe,Kabigembe 2,1014468,Identified,Vehicular Bridge Required,006f100000ef6yCAAQ,2019,-2.09732,30.701159,480,5002
Rwanda - Muhazi - 1013003,Nyanza,Muhazi,1013003,Identified,Technical,006f100000d6wQcAAI,2018,-2.27217,29.76871,2093,6263
Rwanda - Rwagisasa - 1013871,Karongi,Rwagisasa,1013871,Identified,Technical,006f100000d889KAAQ,2019,-2.14492,29.30137,3843,6365
Rwanda - Gashyushya - 1012953,Muhanga,Gashyushya,1012953,Complete,In Service,006f100000d6wByAAI,2020,-2.01211492,29.76212259,2200,5917
Rwanda - Cyabami (Kwa Anamariya) - 1013233,Burera,Cyabami (Kwa Anamariya),1013233,Complete,In Service,006f100000d7608AAA,2023,-1.60834,29.8911,2554,8188
Rwanda - Bigeshi - 1013312,Musanze,Bigeshi,1013312,Identified,Technical,006f100000d7EMNAA2,2019,-1.557449,29.728546,1800,10090
Rwanda - Nyakiriba - 1013390,Nyabihu,Nyakiriba,1013390,Identified,Vehicular Bridge Required,006f100000d7Gt6AAE,2018,-1.63183,29.60816,1000,7380
Rwanda - Rusumo - 1013737,Rulindo,Rusumo,1013737,Prospecting,,006f100000d7jMtAAI,2023,-1.65413,30.01517,4340,7771
Rwanda - Kinyamaganga - 1013510,Huye,Kinyamaganga,1013510,Identified,Technical,006f100000d7QTXAA2,2019,-2.61104,29.65406,3800,4857
Rwanda - Kigusa - 1013761,Nyabihu,Kigusa,1013761,Under Construction,,006f100000d7kslAAA,2023,-1.7246,29.54478,3494,8529
Rwanda - Ngoma - 1012951,Muhanga,Ngoma,1012951,Complete,In Service,006f100000d6wBoAAI,2021,-2.04935967,29.70709763,3542,6089
Rwanda - Rubare - 1013368,Nyabihu,Rubare,1013368,Identified,Technical,006f100000d7GrKAAU,2018,-1.59466,29.47184,3159,8526
Rwanda - Kizoke - 1014462,Kirehe,Kizoke,1014462,Identified,Technical,006f100000ef6xiAAA,2019,-2.184027,30.767541,2099,1909
Rwanda - Gisiza - 1012949,Muhanga,Gisiza,1012949,Identified,Technical,006f100000d6wBeAAI,2018,-2.00518138,29.7139582,3481,5347
Rwanda - Kabashima-mikamo - 1013315,Musanze,Kabashima-mikamo,1013315,Identified,Technical,006f100000d7EMcAAM,2019,-1.536183,29.706608,2936,13198
Rwanda - Gihinga - 1013632,Rutsiro,Gihinga,1013632,Identified,,006f100000d7iRdAAI,2024,-1.93229,29.36963,,6541
Rwanda - Munyege - 1013669,Gakenke,Munyege,1013669,Identified,Technical,006f100000d7ibJAAQ,2019,-1.61413,29.79371,1136,10095
Rwanda - Musonga - 1013336,Huye,Musonga,1013336,Identified,Technical,006f100000d7ETXAA2,2019,-2.48378,29.68794,2945,6254
Rwanda - Buharo - 1013499,Burera,Buharo,1013499,Identified,Technical,006f100000d7QA6AAM,2019,-1.45314,29.73895,902,9832
Rwanda - Cyogo - 1013729,Gisagara,Cyogo,1013729,Identified,Technical,006f100000d7jI3AAI,2019,-2.56425,29.78521,3079,9444
Rwanda - Runigiro - 1013733,Gisagara,Runigiro,1013733,Identified,Technical,006f100000d7jINAAY,2019,-2.51012,29.86378,2378,5558
Rwanda - Bahimba - 1013626,Rutsiro,Bahimba,1013626,Complete,,006f100000d7iQBAAY,2023,-1.7628,29.30777,,16558
Rwanda - Rwungo - 1013687,Gakenke,Rwungo,1013687,Identified,Technical,006f100000d7if6AAA,2019,-1.63957,29.71774,1440,7986
Rwanda - Nyamugari - 1013262,Muhanga,Nyamugari,1013262,Identified,Technical,006f100000d762TAAQ,2018,-1.99009157,29.667002,2180,6020
Rwanda - Seyi - 1013277,Nyanza,Seyi,1013277,Identified,Technical,006f100000d767IAAQ,2018,-2.45455,29.85668,3261,4736
Rwanda - Rushungura - 1013370,Nyabihu,Rushungura,1013370,Identified,Technical,006f100000d7GrUAAU,2018,-1.62862,29.47369,2862,13717
Rwanda - Bweramana - 1012832,Nyanza,Bweramana,1012832,Identified,Technical,006f100000d6mYLAAY,2018,-2.3098,29.69524,3531,5275
Rwanda - Kinaba - 1013020,Nyabihu,Kinaba,1013020,Identified,Technical,006f100000d6yKsAAI,2018,-1.68764,29.5561,4352,8898
Rwanda - Kamiranzovu - 1013021,Nyabihu,Kamiranzovu,1013021,Identified,Technical,006f100000d6yKxAAI,2018,-1.67981,29.58516,1,7735
Rwanda - Akinteko - 1014561,Ngoma,Akinteko,1014561,Identified,Technical,006f100000efEfQAAU,2019,-2.10599,30.37534,10258,4267
Rwanda - Rwampara-Imena - 1014565,Nyarugenge,Rwampara-Imena,1014565,Identified,Technical,006f100000efEfpAAE,2019,-1.971782,30.063077,3913,185261
Rwanda - Cyori - 1012818,Nyamagabe,Cyori,1012818,Identified,Technical,006f100000d6kxKAAQ,2018,-2.31818,29.425777,2380,6815
Rwanda - Rutabo - 1013755,Rulindo,Rutabo,1013755,Identified,Technical,006f100000d7knHAAQ,2019,-1.66643,30.03168,2552,6185
Rwanda - Kinini - 1013754,Rulindo,Kinini,1013754,Identified,Technical,006f100000d7kmxAAA,2019,-1.75492,29.92516,4460,6387
Rwanda - Gomba - 1013873,Karongi,Gomba,1013873,Identified,Requested,006f100000d889ZAAQ,2019,-2.09219,29.38608,4437,6565
Rwanda - Muhororo - 1013885,Nyamasheke,Muhororo,1013885,Identified,Technical,006f100000d88DgAAI,2019,-2.232662,29.218742,1720,6721
Rwanda - Kamatsira - 1013899,Nyamasheke,Kamatsira,1013899,Complete,In Service,006f100000d88KmAAI,2022,-2.407594,29.163424,3221,4360
Rwanda - Gahisi - 1013901,Nyamasheke,Gahisi,1013901,Identified,Identified in Needs Assessment,006f100000d88KwAAI,2019,-2.408611,29.188273,1559,4969
Rwanda - Nyagasenyi kwa mbaraga - 1014484,Kirehe,Nyagasenyi kwa mbaraga,1014484,Identified,Technical,006f100000ef70rAAA,2019,-2.2073,30.79185,456,2554
Rwanda - Nyirakimene - 1013732,Gisagara,Nyirakimene,1013732,Identified,Technical,006f100000d7jIIAAY,2019,-2.52261,29.86105,6360,5763
Rwanda - Kigandi - 1013692,Nyamasheke,Kigandi,1013692,Complete,In Service,006f100000d7ix5AAA,2022,-2.326002,29.165331,2825,6646
Rwanda - Gakombe - 1013880,Nyamasheke,Gakombe,1013880,Identified,Vehicular Bridge Required,006f100000d88DCAAY,2019,-2.395291,28.992706,1622,9257
Rwanda - Rusasa - 1013915,Gisagara,Rusasa,1013915,Identified,Technical,006f100000d8AjFAAU,2019,-2.59392,29.8922,7829,4315
Rwanda - Nyamirama - 1013414,Nyamagabe,Nyamirama,1013414,Identified,Technical,006f100000d7JCTAA2,2018,-2.385695,29.54770167,2504,3681
Rwanda - Runyeshyanga - 1013572,Gisagara,Runyeshyanga,1013572,Identified,Technical,006f100000d7bA7AAI,2019,-2.40829,29.9468,5170,2710
Rwanda - Mpishyi - 1013879,Nyamasheke,Mpishyi,1013879,Identified,Technical,006f100000d88D7AAI,2019,-2.422817,29.043546,2563,6389
Rwanda - Gahama - 1013364,Nyabihu,Gahama,1013364,Identified,Requested,006f100000d7Gr0AAE,2019,-1.70127,29.55681,3575,7310
